id,user_stage,direction,goal,timeline,experience,available_days,difficulty,previous_goals_count,completed_goals_count,pathway_type,total_duration,num_phases,total_steps
RIPPLE_0127,Changing Careers,Learn New Skills,Machine Learning Fundamentals,1 Month,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri,Easy,1,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0128,Entrepreneur,Find Investors,Create Investor Pitch Deck & Data Room,3 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri,Easy,3,3,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0129,University Student,Freelance,Earn First $1k Freelancing,1 Week,Intermediate (1-2 years relevant experience),Sat;Sun,Easy,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0130,Entrepreneur,Grow My Business,Product Hunt Launch to #1 Product of Day,6 Months,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri,Intensive,3,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0131,High School,University,Scholarship Strategy,6 Months,Intermediate (Built 1-2 small projects / self-taught),Sat;Sun,Easy,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0132,Just Graduated,Higher Studies,Statement of Purpose & Reference Letters,6 Months,"Advanced (3+ years experience, looking to level up)",Sat;Sun,Easy,2,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0133,University Student,Get a Job,UI/UX Design,1 Month,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri,Hard,1,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0134,Just Graduated,Higher Studies,Graduate School Applications,1 Month,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri,Moderate,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0135,Just Graduated,Freelance,Content Creation & Personal Brand,6 Months,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri,Intensive,2,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0136,Working,Better Work-Life Balance,Deep Work Systems & Burnout Recovery,3 Months,"Advanced (3+ years experience, looking to level up)",Tue;Thu;Sat;Sun,Easy,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0137,High School,Learn a Skill,Python for Data Analysis,1 Week,Beginner (No prior background),Tue;Thu;Sat;Sun,Hard,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0138,Building My Own Thing,Startup,AI Micro-SaaS Launch,6 Months,Intermediate (1-2 years relevant experience),Sat;Sun,Easy,1,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0139,University Student,Freelance,Top Rated Freelancer on Upwork,3 Months,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri,Moderate,1,1,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0140,High School,Learn a Skill,Python for Data Analysis,6 Months,Intermediate (1-2 years relevant experience),Mon;Wed;Fri,Hard,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0141,Entrepreneur,Grow My Business,Scale Revenue by 50%,3 Months,Beginner (No prior background),Tue;Thu;Sat;Sun,Intensive,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0142,High School,University,Scholarship Strategy,1 Month,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri,Hard,3,3,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0143,Building My Own Thing,Startup,AI Micro-SaaS Launch,6 Months,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri,Hard,2,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0144,High School,Learn a Skill,Full-Stack Web Basics,1 Month,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri,Moderate,2,2,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0145,Entrepreneur,Find Investors,Create Investor Pitch Deck & Data Room,1 Month,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri,Moderate,1,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0146,Working,Higher Salary,Market Benchmark & Negotiation,6 Months,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri,Hard,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0147,High School,Learn a Skill,Full-Stack Web Basics,3 Months,"Advanced (3+ years experience, looking to level up)",Sat;Sun,Intensive,2,2,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0148,Entrepreneur,Find Investors,Raise $250k Pre-Seed,3 Months,Beginner (No prior background),Tue;Thu;Sat;Sun,Intensive,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0149,Building My Own Thing,Startup,Mobile App with 10k Downloads,1 Week,Beginner (Basic theory / introductory coursework),Sat;Sun,Hard,1,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0150,Just Graduated,Higher Studies,Scholarship Hunt,1 Week,Intermediate (1-2 years relevant experience),Sat;Sun,Easy,2,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0151,High School,University,Top Tier CS University Admissions,3 Months,Beginner (No prior background),Mon;Wed;Fri;Sat,Hard,1,1,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0152,Building My Own Thing,Startup,AI Micro-SaaS Launch,6 Months,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri,Easy,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0153,High School,University,Top Tier CS University Admissions,6 Months,Beginner (No prior background),Mon;Wed;Fri;Sat,Hard,2,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0154,Working,Better Work-Life Balance,Daily Routine Reset,1 Week,Intermediate (1-2 years relevant experience),Mon;Wed;Fri,Easy,1,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0155,University Student,Build a Startup,Launch MVP on Campus,6 Months,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Easy,2,2,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0156,Entrepreneur,Grow My Business,Scale Revenue by 50%,6 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri,Hard,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0157,High School,University,SAT 1500+ / ACT 34+,1 Month,Beginner (No prior background),Mon;Wed;Fri;Sat,Hard,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0158,High School,Start Working,Retail / Admin Experience,1 Month,Intermediate (1-2 years relevant experience),Mon;Wed;Fri,Intensive,1,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0159,Building My Own Thing,Small Business,E-commerce Brand to $5k MRR,3 Months,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri;Sat,Easy,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0160,High School,Learn a Skill,Mobile App Development,6 Months,"Advanced (3+ years experience, looking to level up)",Tue;Thu;Sat;Sun,Intensive,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0161,Entrepreneur,Find Investors,Create Investor Pitch Deck & Data Room,3 Months,Beginner (No prior background),Tue;Thu;Sat;Sun,Hard,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0162,Entrepreneur,Grow My Business,Hire First 3 Core Engineers,6 Months,Intermediate (1-2 years relevant experience),Tue;Thu;Sat;Sun,Intensive,1,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0163,Entrepreneur,Grow My Business,Scale Revenue by 50%,6 Months,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Intensive,1,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0164,University Student,Get a Job,Backend Development,3 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Intensive,3,3,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0165,High School,Start Working,Entry-level Internship,1 Week,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Hard,1,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0166,Entrepreneur,Grow My Business,Scale Revenue by 50%,1 Month,Beginner (No prior background),Mon;Wed;Fri,Moderate,2,2,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0167,Building My Own Thing,Small Business,Local Service Agency Launch,3 Months,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Easy,1,1,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0168,High School,Start Working,Retail / Admin Experience,1 Month,Beginner (No prior background),Mon;Wed;Fri,Easy,1,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0169,High School,Learn a Skill,Mobile App Development,6 Months,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri,Hard,3,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0170,Working,Change Careers,Transition to Product Management,6 Months,Beginner (No prior background),Mon;Wed;Fri,Hard,2,2,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0171,Entrepreneur,Find Investors,Raise $250k Pre-Seed,3 Months,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri,Moderate,1,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0172,Entrepreneur,Grow My Business,Scale Revenue by 50%,3 Months,"Advanced (3+ years experience, looking to level up)",Sat;Sun,Hard,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0173,University Student,Get a Job,Backend Development,6 Months,Intermediate (1-2 years relevant experience),Sat;Sun,Intensive,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0174,Just Graduated,Higher Studies,Statement of Purpose & Reference Letters,1 Week,Intermediate (1-2 years relevant experience),Mon;Wed;Fri,Intensive,2,2,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0175,Working,Grow in My Career,Promotion to Senior Engineer,1 Month,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri;Sat,Moderate,2,2,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0176,High School,University,Scholarship Strategy,3 Months,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Hard,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0177,Changing Careers,Switch Industry,Data Science Career Pivot,1 Month,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Hard,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0178,Entrepreneur,Find Investors,Raise $250k Pre-Seed,1 Week,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri,Hard,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0179,Working,Grow in My Career,Lead Cross-Functional Team,3 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri;Sat,Intensive,3,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0180,Just Graduated,Higher Studies,Scholarship Hunt,6 Months,Intermediate (1-2 years relevant experience),Tue;Thu;Sat;Sun,Moderate,1,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0181,Working,Change Careers,Transition from QA to Dev,1 Week,Intermediate (Built 1-2 small projects / self-taught),Sat;Sun,Moderate,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0182,High School,Learn a Skill,Full-Stack Web Basics,1 Month,Beginner (No prior background),Tue;Thu;Sat;Sun,Easy,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0183,Entrepreneur,Find Investors,Create Investor Pitch Deck & Data Room,3 Months,Beginner (Basic theory / introductory coursework),Sat;Sun,Moderate,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0184,University Student,Get a Job,Data Analyst,6 Months,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Moderate,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0185,High School,Learn a Skill,Mobile App Development,6 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri,Easy,3,3,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0186,University Student,Higher Studies,Research Fellowship Application,3 Months,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Intensive,3,1,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0187,Working,Higher Salary,Target FAANG / Tier 1 Tech Offer,3 Months,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Moderate,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0188,University Student,Higher Studies,Research Fellowship Application,6 Months,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri;Sat,Intensive,1,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0189,Working,Higher Salary,Target FAANG / Tier 1 Tech Offer,6 Months,"Advanced (3+ years experience, looking to level up)",Sat;Sun,Hard,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0190,High School,Learn a Skill,Mobile App Development,1 Week,Intermediate (1-2 years relevant experience),Mon;Wed;Fri,Hard,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0191,Changing Careers,Learn New Skills,Cloud & DevOps (AWS/Docker),1 Month,Beginner (No prior background),Mon;Wed;Fri;Sat,Intensive,3,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0192,Just Graduated,Find a Job,QA Automation Engineer,3 Months,Intermediate (1-2 years relevant experience),Sat;Sun,Moderate,1,1,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0193,Building My Own Thing,Startup,AI Micro-SaaS Launch,1 Month,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri,Hard,3,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0194,Changing Careers,Learn New Skills,Modern Full-Stack Javascript/Python,3 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri;Sat,Intensive,1,1,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0195,High School,Learn a Skill,Mobile App Development,1 Month,Intermediate (1-2 years relevant experience),Sat;Sun,Hard,2,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0196,Changing Careers,Learn New Skills,Cloud & DevOps (AWS/Docker),3 Months,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri,Hard,2,1,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0197,Building My Own Thing,Small Business,E-commerce Brand to $5k MRR,1 Month,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri;Sat;Sun,Hard,2,2,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0198,University Student,Higher Studies,Master's in Computer Science,1 Week,Beginner (No prior background),Tue;Thu;Sat;Sun,Intensive,3,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0199,Building My Own Thing,Small Business,Local Service Agency Launch,1 Month,Intermediate (Built 1-2 small projects / self-taught),Tue;Thu;Sat;Sun,Hard,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0200,Entrepreneur,Find Investors,Raise $250k Pre-Seed,1 Week,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri;Sat,Intensive,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0201,Entrepreneur,Grow My Business,Hire First 3 Core Engineers,1 Month,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri,Easy,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0202,High School,Learn a Skill,Python for Data Analysis,6 Months,Beginner (Basic theory / introductory coursework),Tue;Thu;Sat;Sun,Intensive,1,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0203,Building My Own Thing,Small Business,Local Service Agency Launch,1 Month,Beginner (No prior background),Tue;Thu;Sat;Sun,Hard,1,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0204,Changing Careers,Learn New Skills,Machine Learning Fundamentals,6 Months,Beginner (No prior background),Mon;Wed;Fri;Sat,Moderate,3,2,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0205,Working,Higher Salary,Target FAANG / Tier 1 Tech Offer,3 Months,"Advanced (3+ years experience, looking to level up)",Tue;Thu;Sat;Sun,Easy,2,2,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0206,High School,University,SAT 1500+ / ACT 34+,3 Months,Beginner (No prior background),Tue;Thu;Sat;Sun,Hard,1,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0207,Working,Change Careers,Transition from QA to Dev,3 Months,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Intensive,1,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0208,Changing Careers,Learn New Skills,Modern Full-Stack Javascript/Python,3 Months,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri,Easy,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0209,Changing Careers,Switch Industry,Software Engineering Bootcamp to Job,3 Months,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri,Intensive,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0210,Working,Grow in My Career,Executive Presence & Tech Lead,6 Months,Beginner (No prior background),Mon;Wed;Fri;Sat,Intensive,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0211,Building My Own Thing,Small Business,E-commerce Brand to $5k MRR,6 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri,Easy,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0212,University Student,Get a Job,Data Analyst,3 Months,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri,Easy,3,1,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0213,Entrepreneur,Grow My Business,Hire First 3 Core Engineers,6 Months,Intermediate (1-2 years relevant experience),Sat;Sun,Intensive,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0214,Building My Own Thing,Startup,AI Micro-SaaS Launch,3 Months,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Moderate,3,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0215,Entrepreneur,Find Investors,Create Investor Pitch Deck & Data Room,6 Months,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri;Sat;Sun,Intensive,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0216,High School,University,SAT 1500+ / ACT 34+,1 Month,Beginner (No prior background),Mon;Wed;Fri,Easy,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0217,Just Graduated,Find a Job,Entry Level Software Engineer,1 Week,Intermediate (1-2 years relevant experience),Mon;Wed;Fri;Sat,Easy,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0218,Working,Better Work-Life Balance,Daily Routine Reset,1 Month,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Moderate,2,2,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0219,High School,University,Scholarship Strategy,1 Month,Intermediate (1-2 years relevant experience),Tue;Thu;Sat;Sun,Hard,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0220,Changing Careers,Switch Industry,Data Science Career Pivot,6 Months,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri,Intensive,2,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0221,Working,Change Careers,Transition from QA to Dev,6 Months,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri;Sat,Intensive,1,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0222,Entrepreneur,Grow My Business,Scale Revenue by 50%,6 Months,Intermediate (1-2 years relevant experience),Sat;Sun,Moderate,1,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0223,High School,Start Working,Entry-level Internship,6 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Easy,1,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0224,Building My Own Thing,Startup,B2B SaaS to First 10 Customers,1 Month,"Advanced (3+ years experience, looking to level up)",Sat;Sun,Moderate,1,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0225,Just Graduated,Find a Job,Entry Level Software Engineer,6 Months,Beginner (Basic theory / introductory coursework),Sat;Sun,Moderate,1,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0226,Working,Better Work-Life Balance,Deep Work Systems & Burnout Recovery,3 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Hard,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0227,Entrepreneur,Grow My Business,Scale Revenue by 50%,3 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri,Intensive,1,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0228,High School,Start Working,Resume & Interview Readiness,6 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri;Sat,Moderate,2,2,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0229,Changing Careers,Learn New Skills,Cloud & DevOps (AWS/Docker),6 Months,Intermediate (1-2 years relevant experience),Mon;Wed;Fri;Sat,Intensive,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
